  时间         温度    气压     湿度       高度      经度        纬度     位势高度
 3319.978     -61.5     88.6     1.0     17321.4  101.118862  41.185013      0
 3320.945     -61.0     88.5     1.0     17330.7  101.119149  41.184983      0
 3321.913     -61.1     88.4     1.0     17335.7  101.119457  41.184942      0
 3322.895     -61.1     88.2     1.0     17335.7  101.119457  41.184942      0
 3323.847     -61.1     88.3     1.0     17338.7  101.119771  41.184908      0
 3324.814     -61.3     88.2     1.0     17343.4  101.120092  41.184880      0
 3325.797     -61.9     88.0     1.0     17348.5  101.120406  41.184850      0
 3326.764     -62.1     87.9     1.0     17354.5  101.120713  41.184815      0
 3327.716     -62.1     87.9     1.0     17359.4  101.121007  41.184778      0
 3328.699     -62.2     87.9     1.0     17365.1  101.121294  41.184750      0
 3329.666     -62.1     87.8     1.0     17370.7  101.121581  41.184730      0
 3330.617     -62.0     87.6     1.0     17374.6  101.121874  41.184716      0
 3331.600     -62.1     87.6     1.0     17380.1  101.122161  41.184692      0
 3332.567     -62.1     87.5     1.0     17385.0  101.122455  41.184658      0
 3333.535     -62.1     87.5     1.0     17392.0  101.122721  41.184607      0
 3334.502     -62.0     87.4     1.0     17400.6  101.122988  41.184563      0
 3335.469     -61.9     87.3     1.0     17405.3  101.123268  41.184542      0
 3336.436     -61.8     87.2     1.0     17407.6  101.123555  41.184535      0
 3337.403     -61.9     87.2     1.0     17416.0  101.123821  41.184518      0
 3338.371     -62.1     87.0     1.0     17422.4  101.124087  41.184494      0
 3339.338     -62.5     86.9     1.0     17428.5  101.124354  41.184477      0
 3340.305     -62.7     86.9     1.0     17434.9  101.124620  41.184464      0
 3341.272     -62.6     86.8     1.0     17440.2  101.124900  41.184460      0
 3342.239     -62.2     86.8     1.0     17445.8  101.125173  41.184450      0
 3343.207     -62.3     86.7     1.0     17452.7  101.125433  41.184419      0
 3344.174     -62.2     86.6     1.0     17457.2  101.125693  41.184382      0
 3345.141     -62.3     86.4     1.0     17460.6  101.125938  41.184344      0
 3346.075     -62.4     86.4     1.0     17473.1  101.126396  41.184317      0
 3347.043     -62.3     86.5     1.0     17477.2  101.126635  41.184320      0
 3348.010     -62.4     86.3     1.0     17481.1  101.126881  41.184317      0
 3349.977     -62.7     86.2     1.0     17490.5  101.127127  41.184279      0
 3350.960     -62.7     86.2     1.0     17492.8  101.127380  41.184262      0
 3351.911     -62.6     86.1     1.0     17500.1  101.127639  41.184235      0
 3352.879     -62.6     85.9     1.0     17500.1  101.127639  41.184235      0
 3353.861     -62.7     85.9     1.0     17504.7  101.127899  41.184218      0
 3354.813     -62.6     85.8     1.0     17511.7  101.128145  41.184187      0
 3355.780     -62.2     85.6     1.0     17518.6  101.128384  41.184156      0
 3356.763     -62.3     85.6     1.0     17522.7  101.128609  41.184119      0
 3357.730     -62.4     85.5     1.0     17530.2  101.128841  41.184108      0
 3358.682     -62.6     85.4     1.0     17534.1  101.129073  41.184105      0
 3359.665     -62.5     85.4     1.0     17543.5  101.129313  41.184095      0
 3360.632     -62.4     85.4     1.0     17552.3  101.129558  41.184071      0
 3361.584     -62.4     85.3     1.0     17555.1  101.129804  41.184040      0
 3362.566     -62.0     85.3     1.0     17562.0  101.130037  41.183999      0
 3363.534     -62.2     85.2     1.0     17568.2  101.130255  41.183972      0
 3364.501     -62.3     85.0     1.0     17571.5  101.130474  41.183962      0
 3365.468     -62.3     84.9     1.0     17577.6  101.130692  41.183951      0
 3366.451     -62.4     84.9     1.0     17583.9  101.130924  41.183938      0
 3367.402     -62.3     84.9     1.0     17590.7  101.131157  41.183904      0
 3368.370     -62.6     84.8     1.0     17596.2  101.131409  41.183859      0
 3369.337     -62.6     84.6     1.0     17600.4  101.131689  41.183822      0
 3370.304     -62.5     84.6     1.0     17605.8  101.131976  41.183805      0
 3371.271     -62.6     84.5     1.0     17612.4  101.132263  41.183794      0
 3372.238     -62.3     84.4     1.0     17615.9  101.132530  41.183784      0
 3373.206     -62.2     84.3     1.0     17622.1  101.132755  41.183760      0
 3374.173     -62.0     84.3     1.0     17626.5  101.132974  41.183750      0
 3375.140     -61.9     84.1     1.0     17633.8  101.133185  41.183740      0
 3376.074     -61.8     84.0     1.0     17647.1  101.133684  41.183716      0
 3377.042     -61.9     84.0     1.0     17643.6  101.133971  41.183709      0
 3378.009     -61.6     84.0     1.0     17655.9  101.134264  41.183641      0
 3379.976     -62.1     83.9     1.0     17654.2  101.134579  41.183613      0
 3380.943     -62.0     83.9     1.0     17658.9  101.134900  41.183583      0
 3381.910     -62.0     83.7     1.0     17663.1  101.135193  41.183569      0
 3382.878     -62.3     83.7     1.0     17663.1  101.135193  41.183569      0
 3383.845     -62.0     83.7     1.0     17668.9  101.135467  41.183559      0
 3384.828     -61.7     83.5     1.0     17676.8  101.135692  41.183548      0
 3385.779     -61.8     83.4     1.0     17681.8  101.135904  41.183535      0
 3386.746     -61.8     83.4     1.0     17689.1  101.136102  41.183524      0
 3387.729     -61.5     83.3     1.0     17696.4  101.136327  41.183521      0
 3388.681     -61.1     83.1     1.0     17701.7  101.136580  41.183521      0
 3389.648     -61.6     83.1     1.0     17704.8  101.136846  41.183528      0
 3390.615     -61.8     83.2     1.0     17712.3  101.137119  41.183518      0
 3391.598     -61.7     83.0     1.0     17718.6  101.137393  41.183490      0
 3392.565     -61.3     83.0     1.0     17722.0  101.137639  41.183449      0
 3393.517     -60.9     82.8     1.0     17727.0  101.137878  41.183415      0
 3394.500     -60.5     82.7     1.0     17732.3  101.138110  41.183395      0
 3395.467     -60.3     82.7     1.0     17738.3  101.138349  41.183384      0
 3396.434     -59.9     82.6     1.0     17741.6  101.138595  41.183378      0
 3397.401     -59.5     82.6     1.0     17748.3  101.138841  41.183361      0
 3398.368     -59.3     82.5     1.0     17753.2  101.139093  41.183340      0
 3399.336     -59.3     82.4     1.0     17761.2  101.139360  41.183333      0
 3400.303     -59.4     82.4     1.0     17766.0  101.139640  41.183330      0
 3401.270     -59.2     82.3     1.0     17770.4  101.139920  41.183326      0
 3402.237     -59.2     82.2     1.0     17776.5  101.140179  41.183306      0
 3403.204     -59.3     82.0     1.0     17785.3  101.140418  41.183275      0
 3404.172     -59.4     82.0     1.0     17788.8  101.140651  41.183241      0
 3405.139     -59.5     82.0     1.0     17797.1  101.140856  41.183214      0
 3406.073     -59.8     81.7     1.0     17803.4  101.141272  41.183193      0
 3407.040     -59.7     81.8     1.0     17809.5  101.141491  41.183169      0
 3408.008     -59.9     81.6     1.0     17816.1  101.141709  41.183128      0
 3409.990     -59.9     81.6     1.0     17821.6  101.141921  41.183074      0
 3410.942     -59.7     81.5     1.0     17829.5  101.142133  41.183026      0
 3411.909     -59.7     81.3     1.0     17836.0  101.142331  41.182995      0
 3412.892     -59.5     81.3     1.0     17836.0  101.142331  41.182995      0
 3413.844     -59.5     81.3     1.0     17839.3  101.142515  41.182978      0
 3414.811     -59.5     81.2     1.0     17843.7  101.142672  41.182971      0
 3415.794     -59.7     81.1     1.0     17849.8  101.142816  41.182964      0
 3416.761     -59.8     81.0     1.0     17855.2  101.142959  41.182944      0
 3417.712     -59.6     80.9     1.0     17863.0  101.143123  41.182913      0
 3418.726     -59.6     80.8     1.0     17868.2  101.143321  41.182882      0
 3419.662     -60.0     80.6     1.0     17872.7  101.143540  41.182848      0
 3420.614     -59.9     80.6     1.0     17879.1  101.143752  41.182800      0
 3421.597     -59.3     80.5     1.0     17887.1  101.143956  41.182749      0
 3422.564     -58.9     80.5     1.0     17894.4  101.144134  41.182701      0
 3423.531     -59.1     80.5     1.0     17898.4  101.144318  41.182678      0
 3424.498     -59.1     80.4     1.0     17907.2  101.144489  41.182664      0
 3425.466     -59.3     80.4     1.0     17913.6  101.144660  41.182647      0
 3426.433     -59.5     80.2     1.0     17922.3  101.144817  41.182619      0
 3427.400     -59.4     80.2     1.0     17926.0  101.144961  41.182585      0
 3428.367     -59.3     80.1     1.0     17930.2  101.145111  41.182548      0
 3429.334     -59.3     80.0     1.0     17936.3  101.145282  41.182517      0
 3430.302     -59.6     79.9     1.0     17941.4  101.145473  41.182483      0
 3431.269     -59.8     79.9     1.0     17947.2  101.145671  41.182456      0
 3432.236     -59.7     79.7     1.0     17951.5  101.145862  41.182438      0
 3433.203     -59.3     79.6     1.0     17960.6  101.146006  41.182418      0
 3434.170     -59.3     79.6     1.0     17965.0  101.146135  41.182394      0
 3435.138     -59.5     79.5     1.0     17972.9  101.146272  41.182360      0
 3436.072     -59.4     79.4     1.0     17988.4  101.146559  41.182251      0
 3437.039     -59.3     79.2     1.0     17997.5  101.146695  41.182199      0
 3438.022     -59.3     79.1     1.0     18004.0  101.146839  41.182169      0
 3439.974     -59.0     79.0     1.0     18008.2  101.146996  41.182145      0
 3440.956     -58.5     79.0     1.0     18014.0  101.147167  41.182114      0
 3441.908     -58.3     78.9     1.0     18018.3  101.147344  41.182080      0
 3442.891     -58.1     78.9     1.0     18018.3  101.147344  41.182080      0
 3443.858     -57.9     78.8     1.0     18022.9  101.147515  41.182046      0
 3444.825     -57.9     78.8     1.0     18027.8  101.147679  41.182025      0
 3445.792     -57.8     78.6     1.0     18032.3  101.147836  41.182012      0
 3446.760     -58.0     78.6     1.0     18038.5  101.147986  41.181995      0
 3447.727     -58.4     78.6     1.0     18044.7  101.148137  41.181964      0
 3448.710     -58.6     78.5     1.0     18050.1  101.148280  41.181913      0
 3449.724     -58.5     78.3     1.0     18057.4  101.148451  41.181851      0
 3450.628     -58.0     78.2     1.0     18058.4  101.148649  41.181854      0
 3451.596     -58.1     78.1     1.0     18072.1  101.148826  41.181759      0
 3452.563     -58.2     78.1     1.0     18070.6  101.149045  41.181786      0
 3453.530     -58.1     78.1     1.0     18081.3  101.149216  41.181742      0
 3454.497     -57.9     78.1     1.0     18086.2  101.149373  41.181745      0
 3455.464     -57.9     77.9     1.0     18093.0  101.149496  41.181732      0
 3456.432     -58.0     77.8     1.0     18094.7  101.149626  41.181694      0
 3457.399     -58.2     77.7     1.0     18104.0  101.149748  41.181656      0
 3458.413     -58.6     77.7     1.0     18111.8  101.149906  41.181622      0
 3459.333     -59.0     77.6     1.0     18115.0  101.150069  41.181609      0
 3460.316     -58.9     77.5     1.0     18123.1  101.150233  41.181574      0
 3461.268     -58.8     77.5     1.0     18128.9  101.150370  41.181557      0
 3462.235     -58.7     77.4     1.0     18136.8  101.150493  41.181533      0
 3463.202     -58.7     77.3     1.0     18142.2  101.150623  41.181513      0
 3464.185     -58.8     77.3     1.0     18150.4  101.150766  41.181475      0
 3465.136     -58.5     77.1     1.0     18157.1  101.150916  41.181431      0
 3466.086     -57.8     76.9     1.0     18167.0  101.151196  41.181356      0
 3467.054     -57.8     76.9     1.0     18172.5  101.151319  41.181329      0
 3468.005     -58.0     76.8     1.0     18178.0  101.151449  41.181311      0
 3469.988     -57.9     76.8     1.0     18183.7  101.151593  41.181291      0
 3470.955     -57.5     76.7     1.0     18189.1  101.151736  41.181257      0
 3471.907     -57.5     76.7     1.0     18195.1  101.151859  41.181202      0
 3472.890     -57.4     76.6     1.0     18195.1  101.151859  41.181202      0
 3473.857     -57.3     76.5     1.0     18202.9  101.151968  41.181148      0
 3474.824     -57.3     76.4     1.0     18206.8  101.152071  41.181107      0
 3475.791     -57.3     76.4     1.0     18212.5  101.152180  41.181079      0
 3476.759     -57.4     76.2     1.0     18216.7  101.152310  41.181069      0
 3477.726     -57.5     76.2     1.0     18220.5  101.152453  41.181069      0
 3478.693     -57.0     76.1     1.0     18226.9  101.152597  41.181072      0
 3479.660     -56.7     76.1     1.0     18234.7  101.152726  41.181069      0
 3480.627     -56.4     76.1     1.0     18241.1  101.152829  41.181049      0
 3481.595     -56.5     76.0     1.0     18246.4  101.152938  41.181014      0
 3482.562     -56.5     75.9     1.0     18253.9  101.153047  41.180960      0
 3483.529     -56.2     75.9     1.0     18258.4  101.153177  41.180912      0
 3484.496     -56.1     75.8     1.0     18265.0  101.153334  41.180861      0
 3485.463     -55.9     75.7     1.0     18270.8  101.153478  41.180820      0
 3486.431     -55.9     75.7     1.0     18276.9  101.153614  41.180786      0
 3487.398     -56.3     75.6     1.0     18282.9  101.153730  41.180758      0
 3488.365     -57.0     75.5     1.0     18288.5  101.153853  41.180748      0
 3489.348     -57.5     75.3     1.0     18295.1  101.153983  41.180751      0
 3490.315     -57.2     75.3     1.0     18299.9  101.154113  41.180751      0
 3491.267     -56.9     75.2     1.0     18307.8  101.154222  41.180738      0
 3492.234     -56.9     75.1     1.0     18314.5  101.154325  41.180714      0
 3493.217     -57.0     75.1     1.0     18320.9  101.154413  41.180669      0
 3494.184     -57.1     74.9     1.0     18330.3  101.154530  41.180611      0
 3495.151     -56.8     74.9     1.0     18334.5  101.154666  41.180570      0
 3496.085     -57.4     74.8     1.0     18334.5  101.154974  41.180516      0
 3497.053     -57.4     74.8     1.0     18353.7  101.155049  41.180471      0
 3498.020     -57.2     74.6     1.0     18365.7  101.155117  41.180447      0
 3499.987     -56.8     74.6     1.0     18369.5  101.155213  41.180451      0
 3500.954     -56.9     74.5     1.0     18377.9  101.155315  41.180461      0
